Added 	 增加
Are you sure you want to restore defaults for user options?	您确定要将用户选项重置为默认值吗？
Are you sure you want to retest the macro?	你确定要重新测试宏吗？
Are you sure you want to shut down Burp and launch the downloaded file?	关闭Burp并启动下载的文件？
Are you sure you want to shut down Burp and run the new version?	你确定要关闭Burp并开始新版本吗？
Are you sure you want to stop?	你确定要停下来吗？
At least one URL to scan must be specified.	请指定至少一个要扫描的URL。
At least one item to scan must be specified.	请指定至少一个要扫描的项目。
At least one kind of analysis must be selected	必须至少选择一种类型的分析。
Attack	攻击
Attack Insertion Points	攻击插入点
Attack Results	攻击结果
Attack Target	攻击目标
Attack configuration	攻击配置
Attack type:	攻击类型:
Attempt data recovery	尝试数据恢复
Attempt to self-register a user	尝试自行注册用户
Audit Optimization	审计优化
Audit accuracy:	审计准确率:
Audit again	再次审核
Audit finished.	审计已结束.
Audit items	审核项目
Audit items documentation	审计项目文档
Audit selected items	选择审计项目
Audit speed:	审计速度:
Auditing	审计
Auditing. Estimating time remaining...	审计中. 剩余时间估算中....
August	8月
Auth type	验证类型
Authenticated crawl (random). Estimating time remaining...	身份验证(随机).评估剩余时间....
Authentication Required	需要验证
Authentication required	需要验证
Authentication type:	验证类型：
Author:	作者:
Auto analyze	自动解析
Auto §	自动§
Auto-detect	自动检测
Auto-modified message	自动更改消息
Auto-modified request	自动更改请求
Auto-modified response	自动更改响应
Auto-scroll to match when text changes	在文本更改时自动滚动到匹配的位置
Auto-select based on request features	从请求功能中自动选择
Automatic BApp updates	自动BApp更新
Automatic Project Backup	自动项目备份
Automatic Project Backup [disk projects only]	自动项目备份[仅限磁盘项目]
Automatic backup failed	自动备份失败
Automatic payload positions	自动负载位置
Automatic project backup	自动项目备份
Automatic project backup saves a copy of the Burp project file periodically in the background.	Project Auto Backup会定期在后台保存Burp项目文件的副本。
Automatically add entries on client SSL negotiation failure	客户端会自动添加SSL连接失败的条目
Automatically back up the project every	自动项目备份间隔
Automatically fix missing or superfluous new lines at end of request	自动补偿上次请求中缺少或过多的换行符
Automatically locate library	从本地库自动搜索
Automatically maintain session (only applies to crawl-driven audits)	自动维护会话（仅适用于爬虫-驱动的审计）
Automatically reload extensions on startup	在启动时自动重新加载扩展
Automatically scan the following targets as you browse. Active scan checks send various malicious requests designed to identify common vulnerabilities. Use with caution.	浏览以下对象时，扫描将自动执行。主动扫描检查会发送各种恶意请求，并尝试发现常见漏洞。请谨慎使用。
Automatically scan the following targets as you browse. Passive scan checks analyze your existing traffic for evidence of vulnerabilities, and do not send any new requests to the target.	浏览以下对象时，扫描将自动执行。被动扫描检查将现有流量分析为漏洞跟踪，不会向目标发送新请求。
Automatically select compatible SSL parameters on negotiation failure	协商失败时自动选择兼容的SSL参数
Automatically set a payload at each URL, cookie and body parameter	自动将有效载荷设置为每个URL，cookie，body参数
Automatically start tasks	自动启动任务
Automatically submit these credentials:	自动发送此凭据：
Automatically submit using the following rules to assign text field values:	根据以下规则自动发送文本字段值：
Automatically update Content-Length header when the request is edited	编辑请求时自动更新Content-Length标头
Automatically update Content-Length header when the response is edited	编辑响应时自动更新Content-Length标头
Automatically update installed BApps on startup	在启动时自动更新已安装的BApp
BApp verification failed - the BApp may be unsigned or may have been tampered with.	BApp验证失败 -  BApp可能未签名或可能未被篡改。
Back	返回
Backup Interval	备份间隔
Backup file: 	备份文件：
Base request	原始请求
Base response	原始响应
Base string:	元文字列:
Base value of payload position	有效载荷位置原始值
Base value:	原值：
Base64-decode	Base64解码
Base64-decode before analyzing	解析前的Base64解码
Base64-encode	Base64编码
Base64-encode requests and responses	Base64编码的请求和响应
Base:	基地：
Battering ram	破城槌(Battering ram)
Billing	计费
Bind to address:	绑定地址：
Bind to port:	绑定端口：
Bit Compression Analysis - Compression Ratios	Bit压缩分析 - 压缩比
Bit Compression Analysis - Significance Levels	Bit压缩分析 - 重要性级别
Bit Correlation Analysis - Significance Levels	Bit相关分析 - 重要性级别
Bit conversion	Bit转换
Bit flipper	Bit 翻转(Bit flipper)
Bit-level analysis	Bit-级别分析
Blind	盲注
Block size (usually 8 or 16):	块大小（通常为8或16）：
Body	主体
Body encoding:	主体编码：
Body parameter	主体参数
Body parameter values	主体参数值
Body to URL	来自主体的网址
Body to cookie	来自主体的cookie
Boolean condition checks	布尔类型条件检查
Boolean conditions	布尔类型条件
Boolean operator:	布尔类型条件:
Breadth-first hop limit:	广度优先跳跃限制：
Brute forcer	暴力破解(Brute forcer)
Building GUI	构建GUI
Builds:	建设：
Built-in	内置
Built-in long directory list	长内置目录名称列表
Built-in long file list	内置长文件名列表
Built-in short directory list	短内置目录名称列表
Built-in short file list	内置短文件名列表
Burp Clickbandit is a tool for generating clickjacking attacks. When you have found a web page that may be vulnerable to clickjacking, you can use Burp Clickbandit to create an attack, and confirm that the vulnerability can be successfully exploited.	Burp Clickbandit是一种用于产生点击顶升攻击的工具。如果您发现具有点击起始漏洞的网页，则可以使用Burp Clickbandit创建攻击并查看是否可以利用此漏洞。
Burp Clickbandit runs in your browser using JavaScript. It works on all modern browsers except for Microsoft IE and Edge. To run Burp Clickbandit, use the following steps:	Burp Clickbandit使用JavaScript在浏览器中运行。它适用于除Microsoft IE和Edge之外的所有最新浏览器。要运行Burp Clickbandit，请使用以下过程：
Burp Collaborator Health Check	Burp Collaborator健康检查
Burp Collaborator Server	Burp Collaborator服务器
Burp Collaborator client	Burp Collaborator客户端
Burp Collaborator is an external service that Burp can use to help discover many kinds of vulnerabilities. You can use the default Collaborator server provided by PortSwigger, or deploy your own instance. You should read the full documentation for this feature and decide which option is most appropriate for you.	Burp Collaborator是一项外部服务，可帮助Burp发现许多漏洞。您可以部署和使用PortSwigger或您自己的实例提供的默认Collaborator服务器。请阅读有关此功能的所有文件，并做出最有效的选择。
Burp Extender APIs	Burp扩展API
Burp Extensions	Burp扩展
Burp Infiltrator [Pro version only]	Burp Infiltrator [仅限专业版]
Burp Infiltrator currently supports applications written in Java or other JVM-based languages such as Groovy. Java versions from 4 and upwards are supported.	Burp Infiltrator目前支持用Java或其他基于JVM的语言（如Groovy）开发的应用程序。它支持Java版本4或更高版本。
Burp Infiltrator is a tool for instrumenting target web applications in order to facilitate testing using Burp Scanner. Burp Infiltrator modifies the target application so that Burp can detect cases where its input is passed to potentially unsafe APIs on the server side.	Burp Infiltrator是一个工具，用于将目标Web应用程序转换为工具，以便使用Burp Scanner进行测试。更改目标应用程序，以便Burp可以检测Burp的输入是否已通过潜在危险的API。
Burp Infiltrator was saved successfully as: burp_infiltrator_java.jar	Burp Infiltrator已成功保存：burp_infiltrator_java.jar
Burp Proxy uses listeners to receive incoming HTTP requests from your browser. You will need to configure your browser to use one of the listeners as its proxy server.	Burp 代理使用侦听器接收来自浏览器的HTTP请求。您需要在浏览器中将其中一个侦听器配置为代理服务器。
Burp Repeater documentation	Burp 重放器文档
Burp Repeater help	Burp 重放器帮助
Burp Scanner reporting wizard	Burp扫描仪报告向导
Burp Spider - Submit Form	Burp Spider  - 提交表格
Burp Spider needs your guidance to submit a login form. Please choose the value of each form field which should be used when submitting the form, and whether Burp should iterate submission of multi-value fields. You can control how Burp handles forms in the Spider options tab.	Burp Spider需要您的输入才能发送登录表单。请选择要用于传输的每个表单字段的值以及是否重复具有多个值的字段。您可以在“蜘蛛”选项卡上控制表单的处理方式。
Burp Spider needs your guidance to submit a login form. Please choose the value of each form field which should be used when submitting the form. You can control how Burp handles forms in the Spider options tab.	Burp Spider需要您的输入才能发送登录表单。请选择要用于发送的每个表单域的值。您可以在“蜘蛛选项”选项卡上控制表单的处理方式。
Burp Suite Community Edition	Burp Suite社区版
Burp Suite Documentation	Burp Suite文档
Burp Suite Professional	Burp Suite Professional
Burp Suite diagnostics	Burp Suite审计
Burp Suite documentation	Burp Suite文档
Burp Suite search	Burp Suite搜索
Burp has not been fully tested on this platform and you may experience problems.	Burp还未在此平台上进行完整的测试，可能会遇到问题。
